User-ID,User-City,User-State,User-Country,User-Age
1057,norwich, norfolk," united kingdom""",19.0
1060,lincoln, nebraska," usa""",38.0
1063,edmonton, alberta," canada""",19.0
1075,hurst, texas," usa""",49.0
1082,rochester, washington," usa""",36.0
1113,richmond, missouri," usa""",22.0
1116,calgary, alberta," canada""",29.0
1129,bothell, washington," usa""",53.0
1131,berkeley, ,,22.0
1133,kingswood, south australia," australia""",46.0
1140,bridgewater, new jersey," usa""",19.0
1150,jericho, vermont," usa""",25.0
1155,smyrna, georgia," usa""",22.0
1164,woburn, massachusetts," usa""",35.0
1166,nantes, loire-atlantique," france""",22.0
1167,milwaukee, wisconsin," usa""",25.0
1169,olympia, washington," usa""",27.0
1180,storrs, connecticut," usa""",23.0
1184,la mirada, california," usa""",38.0
1211,rennes, bretagne," france""",22.0
1214,speicher, rheinland-pfalz," germany""",30.0
1219,taiping, perak," malaysia""",17.0
1234,barbera del valles, barcelona," spain""",25.0
1250,arlington, virginia," usa""",44.0
1254,16605 bennington ct, indiana," usa""",26.0
1259,whistler, british columbia," canada""",29.0
1261,el paso, texas," usa""",46.0
1281,london, england," united kingdom""",32.0
1297,los gatos, california," usa""",30.0
1309,walker, louisiana," usa""",28.0
1331,lisboa, n/a," portugal""",32.0
1343,bishop auckland, england," united kingdom""",33.0
1368,hopewell, virginia," usa""",22.0
1372,frankfurt, hessen," germany""",34.0
1375,dinwiddie, virginia," usa""",59.0
1377,swansea, massachusetts," usa""",20.0
1389,trenton, michigan," usa""",22.0
1396,santa barbara, california," usa""",35.0
1399,york, maine," usa""",41.0
1403,virginia beach, virginia," usa""",26.0
1409,farmington hills, michigan," usa""",74.0
1410,amherst, new york," usa""",22.0
1412,winston-salem, north carolina," usa""",47.0
1427,mililani, hawaii," usa""",22.0
1433,woodbridge, california," usa""",54.0
1435,st. louis, missouri," usa""",36.0
1442,paris, ile de france," france""",36.0
1448,la mesa, california," usa""",61.0
1485,allendale, new jersey," usa""",30.0
1486,montmorency, victoria," australia""",75.0
1489,somerville, massachusetts," usa""",20.0
1491,sheffield, england," united kingdom""",22.0
1511,cuyahoga falls, ohio," usa""",25.0
1513,oak hill, virginia," usa""",40.0
1515,bloomington, indiana," usa""",27.0
1519,raleigh, north carolina," usa""",61.0
1530,hartsdale, new york," usa""",26.0
1535,virginia beach, virginia," usa""",69.0
1548,brooklyn, new york," usa""",28.0
1554,lincoln, nebraska," usa""",29.0
1558,normal, illinois," usa""",61.0
1570,brooklyn, new york," usa""",28.0
1585,albuquerque, new mexico," usa""",29.0
1586,north muskegon, michigan," united kingdom""",14.0
1589,clio, michigan,,50.0
1591,flensburg, schleswig-holstein," germany""",24.0
1596,jackson, tennessee," usa""",51.0
1597,west columbia, texas," usa""",23.0
1608,collingswood, new jersey," usa""",27.0
1617,chicago, illinois," usa""",24.0
1641,winston salem, north carolina," usa""",22.0
1674,minneapolis, minnesota," usa""",26.0
1688,chelmsford, england," united kingdom""",53.0
1696,las palmas gc, las palmas," spain""",34.0
1706,olympia, washington," usa""",26.0
1718,framingham, massachusetts," usa""",28.0
1721,windsor, ontario," canada""",21.0
1725,palma, illes balears," united kingdom""",25.0
1730,el paso, texas," usa""",33.0
1733,independence, west virginia," usa""",30.0
1759,hollywood, florida," usa""",29.0
1768,newington, connecticut," usa""",25.0
1773,northridge, california," usa""",16.0
1775,albuquerque, new mexico," usa""",14.0
1790,chicago, illinois," usa""",25.0
1803,northville, new york," usa""",48.0
1812,provo, utah," usa""",24.0
1846,strasbourg, alsace," france""",25.0
1848,bellingham, washington," usa""",22.0
1863,feucht, bayern," germany""",43.0
1869,westfield, massachusetts," usa""",21.0
1881,binghamton, new york," usa""",31.0
1892,fort wayne, indiana," usa""",47.0
1898,waukegan, illinois," usa""",47.0
1903,hualien, taiwan," taiwan""",36.0
1918,london, england," united kingdom""",23.0
1928,kansas city, missouri," usa""",17.0
1937,bozeman, montana," usa""",42.0
1945,wrightsville beach, north carolina," usa""",54.0
1951,karlsruhe, baden-württemberg," germany""",28.0
1989,phoenix, arizona," usa""",27.0
1996,sydney, new south wales," australia""",34.0
2012,bray, wicklow,,34.0
2018,edson, alberta," canada""",21.0
2019,carcavelos, n/a," portugal""",29.0
2030,seabeck, washington," usa""",31.0
2033,omaha, nebraska," usa""",27.0
2035,longwood, florida," usa""",15.0
2036,frenchtown, new jersey," usa""",49.0
2060,pennsauken, new york," usa""",54.0
2070,pembroke pines, florida," usa""",22.0
2075,bonn, nordrhein-westfalen," germany""",29.0
2084,logroño, la rioja," spain""",21.0
2090,dudley, massachusetts," usa""",28.0
2103,minneapolis, minnesota," usa""",43.0
2106,denver, colorado," usa""",44.0
2115,escondido, california," usa""",55.0
2134,oakland, california," usa""",35.0
2136,salem, oregon," usa""",45.0
2139,chesapeake, virginia," usa""",33.0
2147,las vegas, nevada," usa""",35.0
2170,kassel, hessen," germany""",29.0
2172,quezon city, n/a," philippines""",17.0
2179,sunderland, massachusetts," usa""",30.0
2181,montreal, quebec," canada""",15.0
2189,montreal, quebec," canada""",24.0
2190,lenexa, kansas," usa""",29.0
2197,, travelling," canada""",26.0
2199,launceston, tasmania," australia""",25.0
2203,woking, surrey," united kingdom""",40.0
2218,stratham, new hampshire," usa""",48.0
2224,paris, ile de france," france""",23.0
2230,harpers ferry, west virginia," usa""",44.0
2238,san diego, california," usa""",34.0
2255,charlottesville, virginia," usa""",35.0
2276,niskayuna, new york," usa""",46.0
2281,vancouver, washington," usa""",30.0
2287,north chili, new york," usa""",35.0
2288,spring hill, tennessee," usa""",30.0
2295,el sobrante, california," usa""",21.0
2296,wenatchee, washington," usa""",61.0
2313,cincinnati, ohio," usa""",23.0
2326,porto, porto," portugal""",23.0
2337,grove city, ohio," usa""",34.0
2340,st. louis, missouri," usa""",29.0
2345,london, england," united kingdom""",55.0
2350,st. louis, missouri," usa""",24.0
2357,philadelphia, pennsylvania," usa""",35.0
2358,bryan, texas," usa""",23.0
2363,mountain home, idaho," usa""",42.0
2366,lathrup village, michigan," usa""",16.0
2375,norfolk, virginia," usa""",20.0
2376,bay village, ohio," usa""",38.0
2388,hawley, pennsylvania," usa""",64.0
2399,kent, ohio," usa""",32.0
2411,lake city, florida," usa""",37.0
2416,seville, n/a," spain""",21.0
2417,lakeland, florida," usa""",35.0
2437,san antonio, texas," usa""",45.0
2439,atlanta, georgia," usa""",26.0
2442,torino, ,,25.0
2461,san francisco, california," usa""",59.0
2470,phoenix, arizona," usa""",22.0
2499,boulder, colorado," usa""",49.0
2503,london, england," united kingdom""",36.0
2515,reus, tarragona," spain""",38.0
2545,freiburg, baden-wuerttemberg," germany""",48.0
2549,nice, alpes maritimes," france""",31.0
2562,wheeling, illinois," usa""",53.0
2578,burlington, ontario," canada""",16.0
2590,el cerrito, california," usa""",26.0
2605,marina del rey, california," usa""",33.0
2622,los angeles, california," usa""",41.0
2630,kingsland, texas," usa""",66.0
2632,farmingdale, new york," usa""",47.0
2634,addison, texas," usa""",53.0
2640,college station, texas," usa""",24.0
2643,cedar park, texas," usa""",28.0
2653,los angeles, california," usa""",46.0
2679,weston-super-mare, somerset," united kingdom""",34.0
2685,monteporzio catone(roma), lazio," italy""",21.0
2687,tucson, arizona," usa""",35.0
2690,cordele, georgia," usa""",35.0
2700,kenosha, wisconsin," usa""",29.0
2719,staten island, new york," usa""",37.0
2738,milano, lombardia," italy""",32.0
2749,bridge lake, british columbia," canada""",18.0
2766,frisco, texas," usa""",42.0
2789,barcelona, catalunya," spain""",28.0
2790,san antonio, texas," usa""",50.0
2793,jefferson, georgia," usa""",34.0
2854,deptford, new jersey," usa""",36.0
2855,dallas, texas," usa""",35.0
2861,columbus, ohio," usa""",26.0
2883,pacific grove, california," usa""",43.0
2892,portland, oregon," usa""",26.0
2906,paris, ile de france," france""",20.0
2914,san jose, california," usa""",34.0
2936,london, london," united kingdom""",30.0
2945,franklin, tennessee," usa""",29.0
2948,raleigh, north carolina," usa""",24.0
2954,wichita, kansas," usa""",71.0
2977,richland, washington," usa""",25.0
2982,montreal, quebec," canada""",34.0
2995,belleville, illinois," usa""",61.0
2996,milan, lombardia," italy""",21.0
3032,sydney, new south wales," australia""",40.0
3052,houston, texas," usa""",31.0
3053,frankfurt, hessen," germany""",33.0
3063,fort washington, maryland," usa""",57.0
3087,berthoud, colorado," usa""",20.0
3088,avignon, vaucluse," france""",25.0
3100,oakland, california," usa""",42.0
3104,watertown, massachusetts," usa""",27.0
3133,wapakoneta, ohio," usa""",34.0
3142,lawrenceville, georgia," usa""",29.0
3145,austin, texas," usa""",34.0
3150,phoenix, arizona," usa""",51.0
3166,dallas, georgia," usa""",15.0
3167,milwaukee, wisconsin," usa""",42.0
3168,mississauga, ontario," canada""",17.0
3172,arlington, virginia," usa""",32.0
3174,flagstaff, arizona," usa""",24.0
3177,hamilton, n/a," new zealand""",44.0
3191,sligo, connaught," ireland""",29.0
3194,logan, utah," usa""",20.0
3197,ore city, texas," usa""",38.0
3200,pamplona, navarra," spain""",42.0
3206,bilbao, vizcaya," spain""",23.0
3243,atlanta, georgia," usa""",28.0
3260,lawrenceville, georgia," usa""",45.0
3261,lenexa, ,,42.0
3282,didsbury, alberta," canada""",52.0
3289,petawawa, ontario," canada""",38.0
3293,barcelona, barcelona," spain""",19.0
3296,rochester, minnesota," usa""",63.0
3300,cabot, arkansas," usa""",49.0
3305,halifax, nova scotia," canada""",26.0
3326,bonn, nordrhein-westfalen," germany""",37.0
3331,mckeesport, pennsylvania," usa""",60.0
3332,hartlepool, cleveland," united kingdom""",54.0
3344,tucson, arizona," usa""",61.0
3346,tehran, tehran," iran""",20.0
3350,colorado springs, colorado," usa""",23.0
3355,barcelona, barcelona," spain""",19.0
3363,knoxville, tennessee," usa""",29.0
3371,groveland, massachusetts," usa""",25.0
3373,elk grove, california," usa""",30.0
3374,ajax, ontario," canada""",47.0
3379,toronto, ontario," canada""",16.0
3393,aurora, illinois," usa""",55.0
3416,aachen, nordrhein-westfalen," germany""",34.0
3418,san diego, california," usa""",14.0
3427,eldorado, illinois," usa""",50.0
3445,la mirada, california," usa""",45.0
3460,edmonton, alberta," canada""",32.0
3467,fort wayne, indiana," usa""",36.0
3472,seattle, washington," usa""",24.0
3481,littleton, colorado," usa""",49.0
3488,ljubljana, n/a," slovenia""",21.0
3505,florissant, missouri," usa""",30.0
3508,edinburgh, scotland," united kingdom""",46.0
3509,san diego, california," usa""",29.0
3514,evansville, indiana," usa""",22.0
3538,madrid, madrid," spain""",31.0
3543,elgin, texas," usa""",37.0
3544,edgewater, maryland," usa""",58.0
3546,milwaukee, wisconsin," usa""",27.0
3556,bismarck, north dakota," usa""",68.0
3573,fair lawn, new jersey," usa""",32.0
3578,halifax, nova scotia," canada""",25.0
3580,essington, pennsylvania," usa""",44.0
3594,auckland, n/a," new zealand""",48.0
3601,tallahassee, florida," usa""",33.0
3605,bristol, rhode island," usa""",28.0
3632,edgewater, new jersey,,33.0
3655,tucker, georgia,,33.0
3669,williamsburg, massachusetts," usa""",34.0
3675,barcelona, catalunya," spain""",24.0
3679,allston, massachusetts," usa""",25.0
3693,hampton, virginia," usa""",23.0
3694,raleigh, north carolina," usa""",16.0
3709,lucama, north carolina," usa""",30.0
3719,eielson afb, alaska," usa""",18.0
3728,pembroke pines, florida," usa""",40.0
3752,langenthal, bern," switzerland""",44.0
3756,round rock, texas," usa""",44.0
3771,barcelona, n/a," spain""",17.0
3775,port angeles, washington," usa""",57.0
3789,munich, bayern," germany""",25.0
3792,sacramento, california," usa""",12.0
3799,norwich, england," united kingdom""",18.0
3816,roma, lazio," italy""",33.0
3817,columbia, south carolina," usa""",29.0
3821,scottdale, pennsylvania," usa""",36.0
3827,orlando, florida," usa""",23.0
3840,meriden, connecticut," usa""",46.0
3865,chandler, arizona," usa""",25.0
3869,chapel hill, north carolina," usa""",38.0
3884,arlington, washington," usa""",64.0
3910,allston, massachusetts," usa""",25.0
3917,toronto, ontario," canada""",25.0
3921,geneva, illinois," usa""",45.0
3930,barcelona, catalunya," spain""",47.0
3938,los banos, california," usa""",37.0
3939,kenai, alaska," usa""",53.0
3954,detroit, michigan," usa""",24.0
3975,c.m.c.h., new jersey," usa""",29.0
3977,columbiana, alabama," usa""",63.0
3999,new braunfels, texas," usa""",71.0
4017,new orleans, louisiana," usa""",48.0
4035,alameda, california," usa""",60.0
4051,bath, england," united kingdom""",37.0
4066,birmingham, alabama," usa""",31.0
4091,estill springs, tennessee," usa""",77.0
4092,hixson, tennessee," usa""",27.0
4096,newmarket, ontario," canada""",38.0
4098,mei foo, kowloon," hong kong""",30.0
4107,kelowna, british columbia," canada""",19.0
4122,portland, oregon," usa""",24.0
4131,hemel hempstead, england," united kingdom""",51.0
4138,austin, texas," usa""",20.0
4144,winnipeg, manitoba," canada""",31.0
4157,birmingham, alabama," usa""",39.0
4165,kasilof, alaska," usa""",53.0
4169,fairbanks, alaska," usa""",57.0
4179,fairbanks, alaska," usa""",18.0
4181,anchorage, alaska," usa""",44.0
4183,anchorage, alaska," usa""",57.0
4185,graham, washington," usa""",63.0
4187,wasilla, alaska," usa""",35.0
4188,north pole, alaska," usa""",34.0
4191,juneau, alaska," usa""",26.0
4197,anchorage, alaska," usa""",61.0
4198,new port richey, florida," usa""",14.0
4223,oldenburg, niedersachsen," germany""",28.0
4225,ottawa, ontario," canada""",33.0
4228,austin, texas," usa""",41.0
4260,lyon, n/a," france""",31.0
4278,copenhagen, n/a," denmark""",40.0
4285,adrian, michigan," usa""",50.0
4333,fuengirola, málaga," spain""",17.0
4334,rome, lazio," italy""",38.0
4339,lleida, catalunya," spain""",33.0
4343,matsudo, chiba," japan""",38.0
4365,victoria, british columbia," canada""",19.0
4370,kingston, ontario," canada""",46.0
4375,rockville, connecticut," usa""",32.0
4385,albq, new mexico," usa""",33.0
4420,balgach, st.gallen," switzerland""",24.0
4433,ploiesti, prahova," romania""",17.0
4435,roma, lazio," italy""",30.0
4444,washington, dc," usa""",29.0
4497,vienna, n/a," austria""",25.0
4516,greenville, south carolina," usa""",66.0
4524,la spezia, liguria," italy""",26.0
4539,box hill, victoria," australia""",44.0
4541,atlanta, georgia," usa""",32.0
4547,cento, ferrara," italy""",24.0
4570,santa monica, california," usa""",40.0
4571,melbourne, victoria," australia""",23.0
4573,santa cruz, california," usa""",32.0
4591,salzburg, salzburg," austria""",21.0
4600,little rock, arkansas," usa""",32.0
4622,norfolk, virginia," usa""",18.0
4714,mentor, ohio," usa""",22.0
4720,paris, ile de france," france""",30.0
4769,ny, new york," usa""",35.0
4784,arvada, colorado," usa""",21.0
4785,litchfield, connecticut," usa""",30.0
4795,rochester, new york," usa""",18.0
4802,london, england," united kingdom""",28.0
4821,lagrangeville, new york," usa""",44.0
4823,van nuys, california," usa""",37.0
4864,atascadero, california," usa""",30.0
4870,seattle, washington," usa""",39.0
4886,getxo, vizcaya," spain""",41.0
4896,ploiesti, prahova," romania""",18.0
4900,washington, dc,,26.0
4938,charleston, south carolina," usa""",30.0
4947,lisboa, n/a," portugal""",32.0
4948,geneva, n/a," switzerland""",42.0
4972,tuilla de langreo, asturias," spain""",26.0
4973,toronto, ontario," canada""",29.0
4980,arvada, colorado," usa""",21.0
4994,largo, florida," usa""",16.0
4995,chicago, illinois," usa""",33.0
4999,aurora, colorado," usa""",54.0
5012,san francisco, california," usa""",21.0
5027,south auckland, n/a," new zealand""",31.0
5034,carlisle, pennsylvania," usa""",21.0
5037,dodge center, minnesota," usa""",26.0
5049,inver grove heights, minnesota," usa""",32.0
5055,brunswick, maine," usa""",15.0
5062,san francisco, california," usa""",22.0
5079,padova, veneto," italy""",29.0
5100,boise, idaho," usa""",36.0
5102,madrid, madrid," spain""",31.0
5126,chula vista, california," usa""",53.0
5127,castelnovo monti (re), emilia romagna," italy""",33.0
5146,trieste, friuli venezia giulia," italy""",28.0
5151,madrid, madrid," spain""",24.0
5158,lyon, rhone," france""",21.0
5162,tehachapi, california," usa""",66.0
5170,newark, california," usa""",18.0
5173,barcelona, catalunya," spain""",32.0
5186,orange park, florida," usa""",50.0
5204,lyon, rhône-alpes," france""",24.0
5207,indianapolis, indiana," usa""",34.0
5208,brest, bretagne," france""",20.0
5209,medford, new jersey," usa""",48.0
5223,aljaraque, huelva," spain""",36.0
5225,edewecht, niedersachsen," germany""",27.0
5285,atascadero, california," usa""",38.0
5286,dallas, texas," usa""",18.0
5287,ottawa, ontario," canada""",22.0
5294,montreal, quebec," canada""",22.0
5296,brooklyn, new york," usa""",34.0
5331,hull, england," united kingdom""",26.0
5333,rotterdam, rotterdam," netherlands""",49.0
5350,köln, nordrhein-westfalen," germany""",20.0
5358,richardson, texas," usa""",52.0
5359,farmington, connecticut," usa""",55.0
5361,three rivers, michigan," usa""",72.0
5375,placerville, california," usa""",47.0
5376,portland, maine," usa""",41.0
5385,loomis, california," usa""",30.0
5426,greensboro, north carolina," usa""",32.0
5429,sacramento, california," usa""",51.0
5439,houston, texas," usa""",66.0
5448,pine bush, new york," usa""",14.0
5451,murphysboro, illinois," usa""",24.0
5452,reseda, california," usa""",26.0
5463,madrid, madrid," spain""",31.0
5469,savannah, georgia," usa""",26.0
5483,bayan lepas, penang," malaysia""",20.0
5490,lake charles, louisiana," usa""",33.0
5499,lakeland, tennessee,,60.0
5506,cortlandt manor, new york," usa""",19.0
5539,austin, texas," usa""",32.0
5543,cumberland, maryland," usa""",29.0
5553,london, england," united kingdom""",23.0
5562,london, n/a," united kingdom""",26.0
5576,halifax, nova scotia," canada""",23.0
5581,newtown, new south wales," australia""",22.0
5582,seattle, washington," usa""",26.0
5585,arlington, virginia," usa""",39.0
5591,webster, florida," usa""",58.0
5599,edinburgh, ,,38.0
5604,hattenhofen, bayern," germany""",48.0
5609,oradea, bihor," romania""",25.0
5634,logroño, la rioja," spain""",25.0
5639,roma, lazio," italy""",34.0
5644,paris, ile de france," france""",23.0
5665,orlando, florida," usa""",40.0
5674,jackson, new jersey," usa""",15.0
5702,sydney, new south wales," australia""",14.0
5704,mapleton, queensland," australia""",45.0
5709,bayan lepas, penang," malaysia""",15.0
5710,austin, texas," usa""",28.0
5722,providence, rhode island," usa""",23.0
5728,cullowhee, north carolina," usa""",22.0
5737,newcastle, washington," usa""",44.0
5741,redlands, california," usa""",20.0
5766,powder springs, georgia," usa""",40.0
5770,london, england," united kingdom""",37.0
5774,dallas, texas," usa""",32.0
5775,melbourne, florida," usa""",34.0
5782,stillwater, minnesota," usa""",62.0
5783,fullerton, california," usa""",32.0
5784,halifax, nova scotia," canada""",60.0
5790,middlesbrough, england," united kingdom""",34.0
5792,toronto, ontario,,16.0
5816,rennes, bretagne," france""",19.0
5830,sacramento, california," usa""",19.0
5834,aachen, nordrhein-westfalen," germany""",26.0
5860,sparta, illinois," usa""",41.0
5861,rowland heights, california," usa""",17.0
5867,new orleans, louisiana," usa""",24.0
5868,lacey, washington," usa""",47.0
5875,harrisburg, pennsylvania," usa""",15.0
5899,ulm, baden-wuerttemberg," germany""",25.0
5903,vienna, vienna," austria""",25.0
5912,lisboa, n/a," portugal""",24.0
5916,vermont, victoria," australia""",31.0
5920,albany, oregon," usa""",35.0
5922,bozeman, montana," usa""",19.0
5956,indianapolis, indiana," usa""",27.0
5958,regina, saskatchewan," canada""",37.0
5963,san diego, california," usa""",38.0
5968,copenhagen k, n/a," denmark""",38.0
5971,lisboa, lisboa," portugal""",34.0
5988,grand prairie, texas," usa""",49.0
5990,boise, idaho," usa""",43.0
5998,seattle, washington," usa""",32.0
6017,flintshire, wales," united kingdom""",15.0
6018,chapel hill, north carolina," usa""",38.0
6022,baton rouge, louisiana," usa""",18.0
6051,austin, texas," usa""",33.0
6066,townsville, queensland," australia""",35.0
6073,houston, texas," usa""",28.0
6074,mt. juliet, tennessee," usa""",30.0
6083,melbourne, victoria," australia""",39.0
6096,peoria heights, illinois," usa""",26.0
6102,jamaica, ," usa""",28.0
6112,st.petersburg, florida," usa""",16.0
6114,watton at stone, england," united kingdom""",40.0
6120,elizabethtown, kentucky," usa""",36.0
6124,newark, delaware," usa""",26.0
6139,halifax, ,,24.0
6142,dublin, eire," ireland""",40.0
6173,orleans, ontario," canada""",16.0
6184,vienna, virginia," usa""",13.0
6193,brooklyn, new york," usa""",17.0
6207,rennes, ille et vilaine," france""",23.0
6226,madison, alabama," usa""",40.0
6247,memphis, tennessee," usa""",26.0
6251,wahiawa, hawaii," usa""",32.0
6252,albury, new south wales," australia""",32.0
6253,inverness, scotland," united kingdom""",39.0
6261,intervale, new hampshire," usa""",46.0
6263,hannover, ," germany""",19.0
6265,polk city, florida," usa""",69.0
6274,rome, lazio," italy""",22.0
6280,a coruña, ," spain""",46.0
6285,river john, nova scotia," canada""",70.0
6295,padova, veneto," italy""",30.0
6298,thornhill, ontario," canada""",52.0
6302,sidney, british columbia," canada""",69.0
6312,raytown, missouri," usa""",32.0
6318,ann arbor, michigan," usa""",24.0
6323,wilmington, north carolina," usa""",35.0
6330,letchworth garden city, england,,37.0
6333,san jose, california," usa""",45.0
6336,almonte, ontario," canada""",41.0
6338,rochester, new york," usa""",18.0
6339,christchurch, n/a," new zealand""",16.0
6345,lake geneva, wisconsin," usa""",29.0
6347,quispamsis, new brunswick," canada""",19.0
6349,pinson, alabama," usa""",66.0
6360,ourense, galicia," spain""",21.0
6364,middletown, ohio," usa""",32.0
6366,madrid, madrid," spain""",20.0
6368,spartanburg, south carolina," usa""",26.0
6394,mill creek, washington," usa""",43.0
6397,honolulu, hawaii," usa""",59.0
6398,dallas, texas," usa""",20.0
6400,fairhope, alabama," usa""",38.0
6431,wylie, texas," usa""",30.0
6432,burnaby, british columbia," canada""",21.0
6440,santa marta, salamanca," spain""",25.0
6445,paris, paris," france""",29.0
6450,vancouver, british columbia," canada""",26.0
6456,st. louis, missouri," usa""",25.0
6462,cary, north carolina," usa""",22.0
6466,worcester, massachusetts," usa""",44.0
6472,waldorf, maryland," usa""",31.0
6492,edmonton, alberta," canada""",35.0
6501,monterey, california," usa""",25.0
6505,topeka, kansas," usa""",56.0
6509,munich, bayern," germany""",37.0
6516,christchurch, canterbury," new zealand""",22.0
6535,lisbon, lisbon," portugal""",26.0
6537,norfolk, ,,28.0
6543,strafford, missouri," usa""",34.0
6545,winnipeg, manitoba," canada""",25.0
6563,burien, washington," usa""",31.0
6564,lisboa, estremadura," portugal""",37.0
6574,glendora, california," usa""",62.0
6577,coral springs, florida," usa""",62.0
6582,solon, ohio," usa""",35.0
6592,brooks, alberta," canada""",37.0
6604,vallejo, california," usa""",48.0
6608,los angeles, california," usa""",23.0
6611,oradea, n/a," romania""",22.0
6629,hazen, north dakota," usa""",19.0
6635,boise, ,,22.0
6637,las vegas, nevada," usa""",30.0
6652,frankfort, kentucky," usa""",41.0
6662,toronto, ontario," canada""",31.0
6670,union, new jersey," usa""",54.0
6671,altoona, wisconsin," usa""",54.0
6680,walled lake, michigan," usa""",17.0
6682,los angeles, california," usa""",16.0
6697,gillette, wyoming," usa""",36.0
6698,orlando, florida," usa""",20.0
6700,adrian, missouri," usa""",21.0
6704,san francisco, california," usa""",32.0
6710,tulsa, oklahoma," usa""",30.0
6724,vitoria, alava," spain""",26.0
6731,buford, georgia," usa""",29.0
6761,red wing, minnesota," usa""",53.0
6766,edmonton, alberta," canada""",66.0
6768,cahokia, illinois," usa""",35.0
6769,olympia, washington," usa""",56.0
6781,hopewell, virginia," usa""",22.0
6795,portland, oregon," usa""",31.0
6797,fostoria, ohio," usa""",53.0
6815,indianapolis, indiana," usa""",24.0
6820,falls church, virginia," usa""",46.0
6831,yakima, washington," usa""",14.0
6840,gloucester, massachusetts," usa""",17.0
6855,mortagne sur sevre, pays de loire," france""",41.0
6858,ottawa, ontario," canada""",21.0
6865,north richland hills, texas," usa""",40.0
6866,paris, ile de france," france""",51.0
