ISBN,User-ID,Book-Rating
0440234743,195347,7
0440234743,198046,8
0440234743,198483,10
0440234743,199092,3
0440234743,200402,8
0440234743,204504,6
0440234743,205963,9
0440234743,206423,4
0440234743,207825,7
0440234743,210717,5
0440234743,211321,8
0440234743,214786,9
0440234743,215256,5
0440234743,216670,8
0440234743,216683,9
0440234743,217516,8
0440234743,218121,8
0440234743,222217,4
0440234743,223331,7
0440234743,227392,7
0440234743,229011,7
0440234743,232131,7
0440234743,232945,9
0440234743,233731,7
0440234743,236172,10
0440234743,240567,5
0440234743,240951,10
0440234743,241666,8
0440234743,241980,9
0440234743,243930,9
0440234743,244627,10
0440234743,244761,6
0440234743,245616,10
0440234743,250101,9
0440234743,251122,9
0440234743,256925,8
0440234743,258534,8
0440234743,258884,5
0440234743,259078,8
0440234743,259543,6
0440234743,259846,10
0440234743,261378,8
0440234743,265276,8
0440234743,266268,10
0440234743,267549,7
0440234743,273190,10
0440234743,273979,9
0440234743,274823,10
0440234743,276641,6
0452264464,9,6
0452264464,3373,10
0452264464,5555,9
0452264464,6242,5
0452264464,8570,8
0452264464,11104,10
0452264464,11676,8
0452264464,12863,9
0452264464,14449,5
0452264464,20265,8
0452264464,21870,9
0452264464,22625,9
0452264464,27624,8
0452264464,28056,9
0452264464,36197,8
0452264464,36907,10
0452264464,40612,2
0452264464,49980,2
0452264464,52832,1
0452264464,58363,5
0452264464,63956,9
0452264464,64763,10
0452264464,75723,5
0452264464,80683,10
0452264464,80837,5
0452264464,85653,8
0452264464,86243,9
0452264464,92810,7
0452264464,95392,5
0452264464,95932,10
0452264464,99946,8
0452264464,100459,7
0452264464,101043,7
0452264464,102327,8
0452264464,102359,10
0452264464,102430,7
0452264464,104796,8
0452264464,105214,10
0452264464,105517,1
0452264464,107258,6
0452264464,117041,8
0452264464,119858,10
0452264464,120807,9
0452264464,124298,10
0452264464,129716,10
0452264464,132230,10
0452264464,132930,9
0452264464,144803,4
0452264464,146932,10
0452264464,148744,9
0452264464,153577,8
0452264464,157799,5
0452264464,159732,7
0452264464,165319,5
0452264464,171295,8
0452264464,174326,9
0452264464,174633,9
0452264464,178667,5
0452264464,202182,7
0452264464,204909,8
0452264464,215388,5
0452264464,218421,8
0452264464,221232,10
0452264464,224138,9
0452264464,232103,10
0452264464,240353,9
0452264464,240401,8
0452264464,250764,8
0452264464,250892,9
0452264464,252627,8
0452264464,254160,9
0452264464,258109,10
0452264464,264543,8
0452264464,266283,10
0452264464,269799,10
0452264464,271135,10
0452264464,271144,5
0609804618,6910,9
0609804618,7913,6
0609804618,11676,7
0609804618,58516,9
0609804618,79089,6
0609804618,98758,9
0609804618,126604,10
0609804618,146348,8
0609804618,159506,7
0609804618,172760,8
0609804618,187763,10
0609804618,206202,10
0609804618,271622,9
1841721522,6366,7
1841721522,11676,10
1841721522,131126,10
1841721522,136633,9
1841721522,141518,10
1841721522,156502,10
1841721522,157118,8
1841721522,254982,10
0971880107,277042,2
0971880107,278176,9
0971880107,899,2
0971880107,1435,5
0971880107,1486,5
0971880107,1733,1
0971880107,2411,3
0971880107,2766,6
0971880107,3032,1
0971880107,4131,1
0971880107,4784,2
0971880107,5126,5
0971880107,5604,6
0971880107,6431,4
0971880107,7105,6
0971880107,8361,2
0971880107,8453,3
0971880107,8674,1
0971880107,9414,7
0971880107,10494,3
0971880107,10570,3
0971880107,11224,1
0971880107,11554,1
0971880107,11676,6
0971880107,11768,8
0971880107,11993,2
0971880107,12264,7
0971880107,12272,10
0971880107,13088,6
0971880107,13221,9
0971880107,13479,4
0971880107,14049,1
0971880107,14461,8
0971880107,15459,8
0971880107,16263,5
0971880107,18527,6
0971880107,20147,2
0971880107,20401,6
0971880107,21031,5
0971880107,21404,3
0971880107,22012,3
0971880107,23021,10
0971880107,23296,6
0971880107,24188,1
0971880107,24261,6
0971880107,24664,8
0971880107,25583,2
0971880107,25893,8
0971880107,26371,5
0971880107,26706,3
0971880107,26806,9
0971880107,26979,2
0971880107,28091,2
0971880107,28262,8
0971880107,28591,6
0971880107,28735,6
0971880107,28800,7
0971880107,28804,6
0971880107,28938,6
0971880107,29694,2
0971880107,29702,5
0971880107,30972,1
0971880107,31826,1
0971880107,32329,6
0971880107,32963,9
0971880107,33535,3
0971880107,33875,10
0971880107,33888,7
0971880107,34148,1
0971880107,34244,7
0971880107,34994,5
0971880107,35513,8
0971880107,36041,3
0971880107,36417,3
0971880107,36656,8
0971880107,36811,7
0971880107,37074,8
0971880107,37293,3
0971880107,37310,4
0971880107,37538,7
0971880107,37550,3
0971880107,37615,1
0971880107,37950,3
0971880107,38023,9
0971880107,40299,4
0971880107,40841,2
0971880107,40919,5
0971880107,41135,6
0971880107,41278,5
0971880107,41596,2
0971880107,41667,1
0971880107,41757,5
0971880107,42032,2
0971880107,42128,2
0971880107,42651,7
0971880107,42962,2
0971880107,44297,3
0971880107,44634,2
0971880107,44768,7
0971880107,45666,5
0971880107,46398,4
0971880107,47037,5
0971880107,48630,1
0971880107,49634,4
0971880107,49954,1
0971880107,50165,7
0971880107,50201,3
0971880107,51375,3
0971880107,51803,1
0971880107,52425,5
0971880107,52531,5
0971880107,52635,5
0971880107,52847,8
0971880107,53042,1
0971880107,54118,7
0971880107,54148,2
0971880107,54453,1
0971880107,54648,3
0971880107,55187,6
0971880107,55894,1
0971880107,56399,5
0971880107,57039,5
0971880107,57148,1
0971880107,57868,2
0971880107,58077,9
0971880107,58297,6
0971880107,59559,3
0971880107,59994,7
0971880107,60050,2
0971880107,60067,6
0971880107,60633,8
0971880107,61028,7
0971880107,61982,6
0971880107,63074,2
0971880107,63765,9
0971880107,63970,8
0971880107,64819,4
0971880107,65145,5
0971880107,65258,6
0971880107,65370,6
0971880107,65467,5
0971880107,66088,6
0971880107,66428,7
0971880107,67371,7
0971880107,67415,3
0971880107,67515,3
0971880107,67636,7
0971880107,67704,5
0971880107,67994,2
0971880107,68081,8
0971880107,69102,1
0971880107,69378,5
0971880107,69499,5
0971880107,70153,7
0971880107,70222,5
0971880107,70649,8
0971880107,71162,5
0971880107,71464,1
0971880107,72030,8
0971880107,72347,1
0971880107,72424,1
0971880107,72687,5
0971880107,73260,6
0971880107,73782,8
0971880107,73940,8
0971880107,74903,5
0971880107,74910,6
0971880107,76413,7
0971880107,76901,7
0971880107,77480,2
0971880107,78637,8
0971880107,79738,3
0971880107,79821,1
0971880107,80555,6
0971880107,81064,2
0971880107,81153,2
0971880107,81639,8
0971880107,81855,3
0971880107,81950,6
0971880107,82831,7
0971880107,83469,5
0971880107,83579,8
0971880107,84682,6
0971880107,85667,7
0971880107,86123,4
0971880107,86243,6
0971880107,87649,2
0971880107,88142,9
0971880107,88203,4
0971880107,88693,4
0971880107,89507,5
0971880107,89867,3
0971880107,90609,4
0971880107,91049,1
0971880107,91074,3
0971880107,91254,5
0971880107,91424,7
0971880107,91553,2
0971880107,91634,10
0971880107,92405,6
0971880107,92722,1
0971880107,92727,2
0971880107,93047,6
0971880107,93257,3
0971880107,93274,3
0971880107,94853,6
0971880107,95025,8
0971880107,98628,1
0971880107,98655,2
0971880107,99026,2
0971880107,99946,3
0971880107,100452,1
0971880107,100682,8
0971880107,100995,2
0971880107,101538,7
0971880107,101861,5
0971880107,102019,3
0971880107,102275,4
0971880107,104243,6
0971880107,104268,6
0971880107,105968,3
0971880107,106656,5
0971880107,107258,4
0971880107,107718,4
0971880107,108805,2
0971880107,109107,8
0971880107,109235,7
0971880107,109344,4
0971880107,109591,7
0971880107,110609,3
0971880107,111162,9
0971880107,111269,4
0971880107,111433,6
0971880107,114288,5
0971880107,114434,9
0971880107,114983,2
0971880107,114988,1
0971880107,115714,1
0971880107,115995,2
0971880107,117581,5
0971880107,118372,7
0971880107,118654,1
0971880107,120081,4
0971880107,120563,1
0971880107,121070,2
0971880107,121845,7
0971880107,122086,3
0971880107,122321,2
0971880107,123724,6
0971880107,123791,5
0971880107,123822,5
0971880107,124078,9
0971880107,124079,6
0971880107,124827,6
0971880107,125053,3
0971880107,125889,4
0971880107,126693,1
0971880107,126851,4
0971880107,127024,1
0971880107,127619,8
0971880107,128096,5
0971880107,128241,2
0971880107,128332,4
0971880107,128447,8
0971880107,129538,2
0971880107,129851,1
0971880107,129988,4
0971880107,130594,8
0971880107,130611,3
0971880107,130915,7
0971880107,131476,7
0971880107,131594,9
0971880107,131602,7
0971880107,132375,5
0971880107,132492,1
0971880107,132633,7
0971880107,133414,3
0971880107,133645,6
0971880107,135880,3
0971880107,135911,9
0971880107,136139,2
0971880107,136237,2
0971880107,136747,7
0971880107,138844,6
0971880107,139406,4
0971880107,140080,2
0971880107,140264,7
0971880107,140293,3
0971880107,140423,3
0971880107,140437,6
0971880107,140565,6
0971880107,141565,2
0971880107,141819,7
0971880107,141842,9
0971880107,142479,4
0971880107,142600,1
0971880107,144124,3
0971880107,144133,8
0971880107,145761,5
0971880107,147965,4
0971880107,148051,5
0971880107,148191,5
0971880107,148712,2
0971880107,148800,6
0971880107,148804,1
0971880107,150657,2
0971880107,150915,4
0971880107,152016,4
0971880107,153621,6
0971880107,154197,6
0971880107,154423,4
0971880107,155939,4
0971880107,156089,1
0971880107,157602,2
0971880107,157783,6
0971880107,158663,7
0971880107,159510,2
0971880107,159720,2
0971880107,160241,10
0971880107,160431,5
0971880107,160629,6
0971880107,160681,6
0971880107,161068,1
0971880107,161726,2
0971880107,161872,2
0971880107,162311,5
0971880107,162528,10
0971880107,163534,6
0971880107,163609,9
0971880107,164315,6
0971880107,164775,5
0971880107,165371,5
0971880107,165637,5
0971880107,166546,3
0971880107,167038,5
0971880107,167800,3
0971880107,168047,1
0971880107,169014,5
0971880107,169563,4
0971880107,169773,2
0971880107,171435,5
0971880107,171506,6
0971880107,172406,7
0971880107,172760,1
0971880107,173001,3
0971880107,173190,2
0971880107,173315,5
0971880107,174017,5
0971880107,174657,4
0971880107,175234,7
0971880107,175254,3
0971880107,176023,3
0971880107,177367,3
0971880107,178072,5
0971880107,178329,4
0971880107,178895,5
0971880107,179454,4
0971880107,179791,2
0971880107,180149,4
0971880107,180151,5
0971880107,180447,3
0971880107,180795,3
0971880107,181156,4
0971880107,181293,7
0971880107,181316,1
0971880107,181683,1
0971880107,181704,7
0971880107,183346,4
0971880107,183963,1
0971880107,184424,7
0971880107,184924,2
0971880107,185123,3
0971880107,185448,3
0971880107,187145,6
0971880107,187256,7
0971880107,187745,8
0971880107,188331,5
0971880107,188411,1
0971880107,190175,3
0971880107,190885,5
0971880107,191214,2
0971880107,192844,6
0971880107,192979,7
0971880107,193738,2
0971880107,193873,6
0971880107,194206,6
0971880107,194732,7
0971880107,194799,2
0971880107,196052,6
0971880107,196858,3
0971880107,197550,5
0971880107,197792,3
0971880107,198045,5
0971880107,198246,5
0971880107,199178,3
0971880107,201137,5
0971880107,201404,3
0971880107,201521,2
0971880107,201969,5
0971880107,202359,7
0971880107,202647,3
0971880107,202821,8
0971880107,203047,2
0971880107,203531,7
0971880107,204652,5
0971880107,205338,2
0971880107,205350,3
0971880107,207391,5
0971880107,208449,4
0971880107,208478,8
0971880107,208668,3
0971880107,209224,3
0971880107,209486,6
0971880107,209569,4
0971880107,210131,5
0971880107,210317,6
0971880107,210695,3
0971880107,210923,3
0971880107,211562,4
0971880107,211720,5
0971880107,213316,2
0971880107,215298,3
0971880107,215953,3
0971880107,216262,5
0971880107,216397,10
0971880107,218290,1
0971880107,218867,3
0971880107,219132,3
0971880107,219752,7
0971880107,219813,1
0971880107,219949,3
0971880107,220688,3
0971880107,221290,1
0971880107,221550,8
0971880107,221553,10
0971880107,221903,2
0971880107,222277,7
0971880107,222622,2
0971880107,222683,7
0971880107,222795,5
0971880107,223091,7
0971880107,223416,5
0971880107,223438,1
0971880107,223566,3
0971880107,223608,2
0971880107,223942,5
0971880107,224525,10
0971880107,224606,2
0971880107,224809,3
0971880107,225593,3
0971880107,225727,1
0971880107,225832,2
0971880107,226022,7
0971880107,226422,3
0971880107,228790,5
0971880107,229329,2
0971880107,229405,3
0971880107,229568,3
0971880107,229635,1
0971880107,230013,6
0971880107,230436,1
0971880107,230514,8
0971880107,230531,3
0971880107,231190,5
0971880107,232343,2
0971880107,232555,2
0971880107,233451,5
0971880107,233857,2
0971880107,233871,1
0971880107,234784,4
0971880107,234925,4
0971880107,234927,2
0971880107,235506,4
0971880107,235538,8
0971880107,235698,1
0971880107,236296,5
0971880107,236918,8
0971880107,236955,3
0971880107,237064,8
0971880107,237264,2
0971880107,237271,5
0971880107,237283,7
0971880107,237399,4
0971880107,238639,5
0971880107,239106,5
0971880107,239661,2
0971880107,239847,7
0971880107,240054,1
0971880107,240224,5
0971880107,240541,3
0971880107,241265,7
0971880107,241291,1
0971880107,241430,1
0971880107,241432,6
0971880107,242233,3
0971880107,242349,1
0971880107,242639,8
0971880107,242730,4
0971880107,243075,8
0971880107,243491,1
0971880107,243876,1
0971880107,244484,3
0971880107,244886,5
0971880107,244923,1
0971880107,245312,3
0971880107,245504,7
0971880107,245829,4
0971880107,246230,6
0971880107,246344,7
0971880107,246691,6
0971880107,247201,7
0971880107,247583,1
0971880107,248566,4
0971880107,248717,8
0971880107,248784,4
0971880107,249401,4
0971880107,249827,2
0971880107,249862,1
0971880107,249989,4
0971880107,250153,7
0971880107,251422,1
0971880107,252622,5
0971880107,254589,6
0971880107,256593,2
0971880107,257028,3
0971880107,257069,7
0971880107,257878,8
0971880107,258023,4
0971880107,258151,3
0971880107,258675,1
0971880107,258837,4
0971880107,258938,1
0971880107,258972,5
0971880107,259118,3
0971880107,260194,6
0971880107,260208,5
0971880107,260897,2
0971880107,261015,5
0971880107,262407,2
0971880107,262934,2
0971880107,263078,2
0971880107,263214,1
0971880107,263292,3
0971880107,263331,4
0971880107,263445,3
0971880107,263979,10
0971880107,264314,4
0971880107,264415,3
0971880107,264680,2
0971880107,265499,7
0971880107,265904,4
0971880107,266146,4
0971880107,266260,2
0971880107,267382,6
0971880107,267559,3
0971880107,267727,9
0971880107,267881,2
0971880107,268009,4
0971880107,268761,3
0971880107,269347,4
0971880107,269386,1
0971880107,269391,5
0971880107,269607,5
0971880107,269852,8
0971880107,270051,1
0971880107,270131,3
0971880107,270658,5
0971880107,271364,5
0971880107,271448,2
0971880107,271622,5
0971880107,271792,4
0971880107,271894,2
0971880107,274692,5
0971880107,275401,1
0971880107,276113,7
0345402871,16,9
0345402871,10215,3
0345402871,14801,7
0345402871,19011,9
0345402871,22463,6
0345402871,28222,7
0345402871,28731,7
0345402871,29067,6
0345402871,30035,5
0345402871,30461,8
0345402871,35945,7
0345402871,37511,10
0345402871,41084,7
0345402871,42458,10
0345402871,43852,8
0345402871,48965,7
0345402871,52141,6
0345402871,55892,7
0345402871,57095,9
0345402871,65228,8
0345402871,67244,8
0345402871,69967,8
0345402871,70594,7
0345402871,70666,5
0345402871,86680,6
0345402871,89027,8
0345402871,100261,8
0345402871,100668,8
0345402871,105476,6
0345402871,107244,8
0345402871,110700,10
0345402871,117557,3
0345402871,120985,8
0345402871,135376,8
0345402871,149810,9
0345402871,153211,8
0345402871,161789,9
0345402871,164323,8
0345402871,165267,6
0345402871,170154,7
0345402871,174700,8
0345402871,180320,7
0345402871,183187,10
0345402871,188518,8
0345402871,201776,10
0345402871,203764,10
0345402871,204192,9
0345402871,204591,7
0345402871,209059,8
0345402871,214786,9
0345402871,216682,6
0345402871,217318,5
0345402871,227705,9
0345402871,232708,10
0345402871,233004,5
0345402871,233466,8
0345402871,234108,8
0345402871,234162,5
0345402871,234672,4
0345402871,234828,8
0345402871,236235,10
0345402871,242499,9
0345402871,243290,8
0345402871,245592,5
0345402871,248547,7
0345402871,252695,7
0345402871,255189,8
0345402871,259629,7
0345402871,264600,5
0345402871,267377,7
0345402871,268032,9
0345402871,272975,7
0345402871,274052,8
0345402871,275195,7
0345417623,1376,8
0345417623,1848,8
0345417623,8682,8
0345417623,9227,7
0345417623,10215,6
0345417623,10470,7
0345417623,11676,10
0345417623,12565,7
0345417623,13726,7
0345417623,16551,8
0345417623,16666,5
0345417623,16795,5
0345417623,16799,7
0345417623,17353,8
0345417623,18583,8
0345417623,19085,8
0345417623,21875,8
0345417623,22045,10
0345417623,24144,8
0345417623,24278,7
0345417623,24771,10
0345417623,25410,9
0345417623,28222,9
0345417623,29131,10
0345417623,30594,10
0345417623,30994,10
0345417623,31620,7
0345417623,32003,8
0345417623,32148,3
0345417623,32188,8
0345417623,33832,4
0345417623,34588,5
0345417623,36510,9
0345417623,37204,4
0345417623,37239,9
0345417623,37623,9
0345417623,39233,9
0345417623,40889,4
0345417623,41760,9
0345417623,42083,10
0345417623,42333,7
0345417623,42372,8
0345417623,42546,7
0345417623,45954,8
0345417623,46892,5
0345417623,48494,10
0345417623,49225,10
0345417623,49294,5
0345417623,50681,8
0345417623,52845,8
0345417623,53140,8
0345417623,53174,10
0345417623,53418,7
0345417623,53604,10
0345417623,58067,6
0345417623,58142,8
0345417623,58351,5
0345417623,59172,10
0345417623,61935,8
0345417623,62932,3
0345417623,64310,10
0345417623,65191,10
0345417623,66096,6
0345417623,67236,10
0345417623,69929,7
0345417623,69971,4
0345417623,76482,5
0345417623,77585,10
0345417623,80375,7
0345417623,80538,8
0345417623,81136,6
0345417623,81484,10
0345417623,83186,10
0345417623,84150,5
0345417623,86242,4
0345417623,87906,8
0345417623,92810,5
0345417623,94677,7
0345417623,96954,10
0345417623,98722,7
0345417623,100846,8
0345417623,103176,9
0345417623,105925,10
0345417623,106007,9
0345417623,110700,9
0345417623,111083,7
0345417623,112855,8
0345417623,113328,9
0345417623,114742,10
0345417623,115435,7
0345417623,119049,7
0345417623,119205,9
0345417623,121233,10
0345417623,121251,9
0345417623,121517,7
0345417623,123867,8
0345417623,125269,7
0345417623,126531,10
0345417623,128341,7
0345417623,129084,8
0345417623,130878,8
0345417623,132392,7
0345417623,132624,5
0345417623,133462,4
0345417623,134630,8
0345417623,135149,8
0345417623,149259,5
0345417623,151070,9
0345417623,151738,10
0345417623,152015,8
0345417623,155823,8
0345417623,159858,9
0345417623,161385,10
0345417623,163430,10
0345417623,164675,8
0345417623,165253,9
0345417623,165770,9
0345417623,172293,7
0345417623,177432,8
0345417623,179791,10
0345417623,179843,10
0345417623,182746,4
0345417623,185006,10
0345417623,186547,8
0345417623,189104,10
0345417623,189474,9
0345417623,190808,6
0345417623,191049,6
0345417623,191752,8
0345417623,192479,10
0345417623,194112,9
0345417623,197272,10
0345417623,199800,7
0345417623,201290,10
0345417623,201870,9
0345417623,204149,10
0345417623,206067,7
0345417623,206074,9
0345417623,207259,7
0345417623,210035,9
0345417623,213126,7
0345417623,214786,10
0345417623,216329,7
0345417623,216441,5
0345417623,216962,8
0345417623,219301,7
0345417623,221036,8
0345417623,223231,9
0345417623,224349,9
0345417623,224768,6
0345417623,225042,10
0345417623,225595,7
0345417623,225886,8
0345417623,225989,9
0345417623,227305,6
0345417623,227633,9
0345417623,227925,7
0345417623,228245,9
0345417623,229102,6
0345417623,231001,9
0345417623,231172,10
0345417623,231518,8
0345417623,232052,5
0345417623,234113,8
0345417623,234755,9
0345417623,234879,3
0345417623,235498,10
0345417623,235884,8
0345417623,235895,4
0345417623,240660,7
0345417623,243891,5
0345417623,244998,6
0345417623,245592,8
0345417623,245948,8
0345417623,248468,9
0345417623,249058,10
0345417623,249393,9
0345417623,250459,9
0345417623,254144,9
0345417623,254303,6
0345417623,255092,10
0345417623,259829,6
0345417623,266678,8
0345417623,266819,5
0345417623,267635,9
0345417623,270838,10
0345417623,271752,7
0345417623,272385,9
0345417623,275175,7
0375759778,19,7
0375759778,8066,5
0375759778,8720,3
0375759778,11676,8
0375759778,24525,5
0375759778,38502,8
0375759778,64270,5
0375759778,65191,9
0375759778,108789,7
0375759778,111637,9
0375759778,119027,3
0375759778,212788,9
0375759778,219008,7
0375759778,235867,7
0375406328,277641,7
0375406328,16795,8
0375406328,67547,7
0375406328,75485,7
0375406328,122429,7
0375406328,122519,5
0375406328,224809,7
0375406328,237856,8
0446310786,276953,10
0446310786,277743,9
0446310786,26,10
0446310786,1032,10
0446310786,2766,10
0446310786,4017,10
0446310786,4225,10
0446310786,7409,8
0446310786,7841,5
0446310786,8115,8
0446310786,8253,10
0446310786,9417,7
0446310786,10314,9
0446310786,11601,10
0446310786,13850,9
0446310786,15720,10
0446310786,15775,8
0446310786,17950,8
0446310786,19336,7
0446310786,21402,10
0446310786,21576,8
0446310786,22365,10
0446310786,23902,7
0446310786,24194,8
0446310786,26084,5
0446310786,27472,10
0446310786,28477,10
0446310786,29981,7
0446310786,30489,10
0446310786,31556,10
0446310786,32089,7
0446310786,34193,10
0446310786,35718,10
0446310786,36003,10
0446310786,36938,10
0446310786,37400,10
0446310786,37712,10
0446310786,37950,9
0446310786,39385,10
0446310786,40796,8
0446310786,41738,5
0446310786,42323,10
0446310786,45340,10
0446310786,46443,9
0446310786,47971,10
0446310786,48268,8
0446310786,48653,8
0446310786,49204,9
0446310786,53117,10
0446310786,53729,8
0446310786,55187,10
0446310786,55548,10
0446310786,56804,10
0446310786,57398,8
0446310786,59038,10
0446310786,59172,10
0446310786,61888,9
0446310786,63545,10
0446310786,63625,10
0446310786,66942,10
0446310786,68861,10
0446310786,72886,8
0446310786,73486,10
0446310786,75429,10
0446310786,76626,10
0446310786,80684,10
0446310786,81138,7
0446310786,85433,10
0446310786,87911,5
0446310786,89602,9
0446310786,89874,9
0446310786,90046,9
0446310786,93631,9
0446310786,95359,10
0446310786,98440,10
0446310786,98468,9
0446310786,98484,10
0446310786,99252,9
0446310786,100459,9
0446310786,101126,10
0446310786,102647,4
0446310786,104657,9
0446310786,104948,10
0446310786,105536,9
0446310786,105979,10
0446310786,108827,10
0446310786,110934,10
0446310786,112570,6
0446310786,113519,10
0446310786,114258,9
0446310786,114414,10
0446310786,115003,10
0446310786,115700,10
0446310786,117577,10
0446310786,117781,9
0446310786,119341,8
0446310786,120935,8
0446310786,123883,5
0446310786,125892,9
0446310786,128325,9
0446310786,128622,10
0446310786,129074,10
0446310786,129641,10
0446310786,130837,10
0446310786,131655,9
0446310786,134278,10
0446310786,136205,10
0446310786,136491,8
0446310786,137746,7
0446310786,137940,8
0446310786,138543,10
0446310786,140662,10
0446310786,141023,5
0446310786,142253,8
0446310786,142801,10
0446310786,144017,4
0446310786,144255,10
0446310786,144791,10
0446310786,145449,10
0446310786,146230,10
0446310786,147385,8
0446310786,147451,8
0446310786,147847,5
0446310786,155000,10
0446310786,157851,8
0446310786,158774,9
0446310786,159033,7
0446310786,160509,10
0446310786,162664,8
0446310786,168047,10
0446310786,171118,8
0446310786,172374,10
0446310786,174304,8
0446310786,175283,8
0446310786,177432,10
0446310786,177989,5
0446310786,178953,9
0446310786,181176,8
0446310786,184299,9
0446310786,187145,9
0446310786,192353,10
0446310786,193676,10
0446310786,195469,10
0446310786,196053,7
0446310786,199041,10
0446310786,199092,9
0446310786,200226,10
0446310786,201526,9
0446310786,201697,10
0446310786,202127,10
0446310786,204100,10
0446310786,204762,9
0446310786,207246,10
0446310786,209160,9
0446310786,209516,10
0446310786,209724,9
0446310786,209789,10
0446310786,210168,10
0446310786,216861,10
0446310786,217889,10
0446310786,219650,8
0446310786,221904,7
0446310786,224093,9
0446310786,224997,7
0446310786,226847,7
0446310786,227494,9
0446310786,227836,10
0446310786,227976,10
0446310786,228504,9
0446310786,229440,8
0446310786,229741,9
0446310786,231210,10
0446310786,234205,10
0446310786,235030,8
0446310786,236058,9
0446310786,236340,9
0446310786,238390,6
0446310786,239594,8
0446310786,240567,8
0446310786,240643,9
0446310786,242007,9
0446310786,245371,10
0446310786,246759,8
0446310786,247447,8
0446310786,249174,9
0446310786,251422,10
0446310786,251844,10
0446310786,252222,7
0446310786,253106,9
0446310786,253821,10
0446310786,253949,7
0446310786,256407,10
0446310786,257028,8
0446310786,257700,8
0446310786,260897,8
0446310786,261567,9
0446310786,261611,10
0446310786,262391,10
0446310786,263325,10
0446310786,264985,10
0446310786,271176,10
0446310786,271859,10
0446310786,275306,10
0446310786,275520,8
0449005615,277722,10
0449005615,26,9
0449005615,367,9
0449005615,2766,9
0449005615,5375,8
0449005615,9138,5
0449005615,11676,10
0449005615,22365,9
0449005615,25981,5
0449005615,28945,10
0449005615,30487,9
0449005615,31013,5
0449005615,39773,10
0449005615,46139,9
0449005615,52044,10
0449005615,57269,10
0449005615,60244,9
0449005615,61888,9
0449005615,65549,9
0449005615,65791,10
0449005615,67840,10
0449005615,69012,8
0449005615,69078,8
0449005615,70402,8
0449005615,73330,9
0449005615,74453,7
0449005615,78846,10
0449005615,81368,10
0449005615,82657,6
0449005615,82839,9
0449005615,86134,9
0449005615,88738,10
0449005615,93241,8
0449005615,93514,7
0449005615,93565,10
0449005615,93909,8
0449005615,94542,7
0449005615,95173,10
0449005615,95932,10
0449005615,101305,8
